
Name	Description	Flags
sv_falldamage_to_below_player_ratio 0.000000	Landing on a another player's head gives them this ratio of the damage.	gamedll clientdll replicated release commandline_enforced
sv_filterban 1	Set packet filtering by IP mode	developmentonly defensive
sv_fistpunch_damage 10.000000		developmentonly gamedll clientdll replicated defensive
sv_fistpunch_damage_hard 20.000000		developmentonly gamedll clientdll replicated defensive
sv_fistpunch_damage_to_player_multiplier 1.500000		developmentonly gamedll clientdll replicated defensive
sv_fistpunch_impact_sounds true		developmentonly gamedll clientdll replicated defensive
sv_fistpunch_viewmove 40.000000		developmentonly gamedll clientdll replicated defensive
sv_flashed_amount_for_blind_kill 0.700000	Minimum flashed alpha value for a player to be awarded a blind kill on the kill feed.	gamedll release
sv_footsteps 1.000000	Play footstep sound for players	developmentonly gamedll clientdll notify replicated
sv_force_team_intro_random 0		developmentonly gamedll
sv_force_team_intro_variant 0		developmentonly gamedll
sv_fps_max 0.000000	Dedicated server frame rate limiter. 0=tick rate. Only applies to the dedicated server.	developmentonly hidden defensive
sv_friction 5.200000	World friction.	gamedll clientdll notify replicated release
sv_full_alltalk false	Any player (including Spectator team) can speak to any other player	gamedll clientdll replicated release
sv_game_mode_flags 0	Dedicated server game mode flags to run	gamedll release
sv_gameinstructor_disable false	Force all clients to disable their game instructors.	gamedll clientdll replicated release
sv_gameinstructor_enable false	Force all clients to enable their game instructors.	clientdll replicated release
sv_give_item	Player's extra item to give	gamedll hidden replicated cheat release commandline_enforced
sv_gravity 800.000000	World gravity.	gamedll clientdll notify replicated release
sv_grenade_trajectory_prac_pipreview false	Shows grenade trajectory practice picture-in-picture preview.	gamedll clientdll replicated release commandline_enforced
sv_grenade_trajectory_prac_trailtime 0.000000	Shows grenade trajectory practice visualization for this number of seconds.
Min: 0.000000
Max: 8.000000	gamedll clientdll replicated release commandline_enforced
sv_grenade_trajectory_time_spectator 0.000000	Length of time grenade trajectory remains visible as a spectator.
Min: 0.000000
Max: 8.000000	gamedll clientdll replicated release commandline_enforced
sv_guardian_extra_equipment_ct	Extra starting equipment for CT players in guardian modes	gamedll release commandline_enforced
sv_guardian_extra_equipment_t	Extra starting equipment for Terrorist players in guardian modes	gamedll release commandline_enforced
sv_guardian_health_refresh_per_wave 50	Health given to survivors per wave in guardian mode.	gamedll release commandline_enforced
sv_guardian_heavy_all false		gamedll release commandline_enforced
sv_guardian_heavy_count 0		gamedll release commandline_enforced
sv_guardian_max_wave_for_heavy 0		gamedll release commandline_enforced
sv_guardian_min_wave_for_heavy 0		gamedll release commandline_enforced
sv_guardian_refresh_ammo_for_items_on_waves	List of additional weapons to refill ammo on waves.	gamedll release commandline_enforced
sv_guardian_respawn_health 50	Starting health of guardian players when respawned.
Min: 1	gamedll release commandline_enforced
sv_guardian_spawn_health_ct 100	Starting health in guardian modes.	gamedll release commandline_enforced
sv_guardian_spawn_health_t 100	Starting health in guardian modes.	gamedll release commandline_enforced
sv_guardian_starting_equipment_humans	Extra starting equipment for human players in guardian modes	gamedll release commandline_enforced
sv_health_approach_enabled true		gamedll replicated release commandline_enforced
sv_health_approach_speed 10.000000		gamedll replicated release commandline_enforced
sv_hegrenade_damage_multiplier 1.000000		gamedll clientdll replicated release commandline_enforced
sv_hegrenade_radius_multiplier 1.000000		gamedll clientdll replicated release commandline_enforced
sv_hibernate_postgame_delay 5.000000	# of seconds to wait after final client leaves before hibernating.	release
sv_hibernate_when_empty true	Puts the server into extremely low CPU usage mode when no clients connected	release
sv_hide_ent_in_pvs -1		developmentonly gamedll
sv_hide_roundtime_until_seconds 0		gamedll clientdll replicated release
sv_highlight_distance 500.000000		gamedll clientdll replicated release
sv_highlight_duration 3.500000		gamedll clientdll replicated release
sv_hitbox_debug false		developmentonly gamedll defensive
sv_hosting_lobby false		developmentonly replicated
sv_hoststate_quit_syscall false	When enabled, game server will quit immediately via syscall instead of running host states shutdown sequence	release
sv_human_autojoin_team 0	Force human players on to a team. 0 to disable.	gamedll clientdll replicated release commandline_enforced
sv_ignoregrenaderadio false	Turn off Fire in the hole messages	gamedll release commandline_enforced
sv_infinite_ammo 0	Player's active weapon will never run out of ammo	gamedll clientdll replicated cheat release commandline_enforced
sv_instancebaselines true	Enable instanced baselines. Saves network overhead.	developmentonly
sv_invites_only_mainmenu false	If turned on, will ignore all invites when user is playing a match	gamedll clientdll replicated release
sv_jump_impulse 301.993378	Initial upward velocity for player jumps; sqrt(2*gravity*height).
Min: 0.000000	gamedll clientdll replicated release
sv_jump_precision_enable true	Enable jump precision. Some game modes benefit from being able to turn this off.	gamedll clientdll replicated release
sv_jump_spam_penalty_time 0.015625	For subtick jumps, if this much time has elapsed since the last time the user has pressed the jump key, pretend they hadn't. Lowering this makes bunnyhopping easier.	gamedll clientdll replicated release
sv_kick_ban_duration 15.000000	How long should a kick ban from the server should last (in minutes)	gamedll clientdll notify replicated release
sv_kick_players_with_cooldown 1	(0: do not kick on insecure servers; 1: kick players with Untrusted status or convicted by Overwatch; 2: kick players with any cooldown)	gamedll replicated release
sv_ladder_angle -0.707000	Cos of angle of incidence to ladder perpendicular for applying ladder_dampen
Min: -1.000000
Max: 1.000000	developmentonly gamedll clientdll replicated defensive
sv_ladder_dampen 0.200000	Amount to dampen perpendicular movement on a ladder
Min: 0.000000
Max: 1.000000	developmentonly gamedll clientdll replicated defensive
sv_ladder_scale_speed 0.780000	Scale top speed on ladders
Min: 0.000000
Max: 1.000000	gamedll clientdll replicated release
sv_ladder_slack_z_mult 0.026000	Difference in Z increases toward the middle of the slack ladder.	gamedll clientdll replicated cheat
sv_lagcompensationforcerestore true	Don't test validity of a lag comp restore, just do it.	gamedll cheat
sv_lan false	Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )	release
sv_late_commands_allowed 5	Allow N late commands to run at 0 timescale prior to running an on-time command. Negative values for network round trip based calculation with a hard cap of the of absolute value	gamedll release
sv_lightquery_debug false		gamedll cheat
sv_limit_buyrandom_per_life true	Enable to limit buyrandom command to only run once per player life	gamedll release
sv_log_change_offsets false	Log change offsets to game/varchangeinfoN.log files.	developmentonly gamedll
sv_log_http_record_before_any_listeners false		gamedll release
sv_log_onefile false	Log server information to only one file.	archive release
sv_log_roundstats true		gamedll release
sv_logbans false	Log server bans in the server logs.	archive release
sv_logblocks false	If true when log when a query is blocked (can cause very large log files)	release
sv_logecho true	Echo log information to the console.	archive release
sv_logfile false	Log server information in the log file.	archive release
sv_logflush false	Flush the log file to disk on each write (slow).	archive release
sv_logsdir logs	Folder in the game directory where server logs will be stored.	archive release
sv_long_frame_ms 15.000000	If a server frame takes longer than N ms, complain about it. (Dedicated server only.) See also engine_frametime_warnings_enable.	developmentonly defensive
sv_mapvetopickvote_maps de_anubis,de_inferno,de_mirage,de_train,de_dust2,de_nuke,de_ancient	Which maps are used for map veto pick sequence	gamedll release
sv_mapvetopickvote_phase_duration [1:5][2:15][3:20][4:10][5:10][6:5]	How many seconds each phase lasts	gamedll release
sv_mapvetopickvote_rnd false	When enabled will shuffle veto pick maps list order every time	gamedll release
sv_massreport false		developmentonly gamedll defensive
sv_matchend_drops_enabled true	Rewards gameplay time is always accumulated for players, but drops at the end of the match can be prevented	gamedll release
sv_matchpause_auto_5v5 false	When enabled will automatically pause the match at next freeze time if less than 5 players are connected on each team.	gamedll clientdll replicated release
sv_max_change_offsets 48	How many network changes to track before requiring full diff check.	developmentonly gamedll
sv_max_deathmatch_respawns_per_tick 0		gamedll release commandline_enforced
sv_max_distance_transmit_footsteps 1250.000000	Maximum distance to transmit footstep sound effects.	developmentonly gamedll clientdll replicated defensive
sv_max_queries_sec 3.000000	Maximum queries per second to respond to from a single IP address.	release
sv_max_queries_sec_global 60.000000	Maximum queries per second to respond to from anywhere.	release
sv_max_queries_window 30.000000	Window over which to average queries per second averages.	release
sv_max_unreliable_delta_size 4096	Maximum allowable entity delta size over unreliable delivery.	developmentonly defensive
